Event, Time (sec), Component, Event Property, Value
5009, 3106.06973800, , id=0x0001, 0x00000001 0x004C6A80
5010, 3106.56970400, , id=0x0001, 0x00000001 0x004C6E68
5011, 3107.06972600, , id=0x0001, 0x00000001 0x004C7250
5012, 3107.56973000, , id=0x0001, 0x00000001 0x004C7638
5013, 3108.06970400, , id=0x0001, 0x00000001 0x004C7A20
5014, 3108.56973800, , id=0x0001, 0x00000001 0x004C7E08
5015, 3109.06970400, , id=0x0001, 0x00000001 0x004C81F0
5016, 3109.56973000, , id=0x0001, 0x00000001 0x004C85D8
5017, 3110.06969200, , id=0x0001, 0x00000001 0x004C89C0
5018, 3110.56973800, , id=0x0001, 0x00000001 0x004C8DA8
5019, 3111.06969200, , id=0x0001, 0x00000001 0x004C9190
5020, 3111.56973400, , id=0x0001, 0x00000001 0x004C9578
5021, 3112.06970400, , id=0x0001, 0x00000001 0x004C9960
5022, 3112.56972600, , id=0x0001, 0x00000001 0x004C9D48
5023, 3113.06970400, , id=0x0001, 0x00000001 0x004CA130
5024, 3113.56973800, , id=0x0001, 0x00000001 0x004CA518
5025, 3114.06970400, , id=0x0001, 0x00000001 0x004CA900
5026, 3114.56973800, , id=0x0001, 0x00000001 0x004CACE8
5027, 3115.06969200, , id=0x0001, 0x00000001 0x004CB0D0
5028, 3115.56973400, , id=0x0001, 0x00000001 0x004CB4B8
5029, 3116.06969200, , id=0x0001, 0x00000001 0x004CB8A0
5030, 3116.56973800, , id=0x0001, 0x00000001 0x004CBC88
5031, 3117.06970400, , id=0x0001, 0x00000001 0x004CC070
5032, 3117.56973800, , id=0x0001, 0x00000001 0x004CC458
5033, 3118.06973000, , id=0x0001, 0x00000001 0x004CC840
5034, 3118.56970400, , id=0x0001, 0x00000001 0x004CCC28
5035, 3119.06973800, , id=0x0001, 0x00000001 0x004CD010
5036, 3119.56970400, , id=0x0001, 0x00000001 0x004CD3F8
5037, 3120.06972600, , id=0x0001, 0x00000001 0x004CD7E0
5038, 3120.56970400, , id=0x0001, 0x00000001 0x004CDBC8
5039, 3121.06973800, , id=0x0001, 0x00000001 0x004CDFB0
5040, 3121.56970400, , id=0x0001, 0x00000001 0x004CE398
5041, 3122.06972600, , id=0x0001, 0x00000001 0x004CE780
5042, 3122.56970400, , id=0x0001, 0x00000001 0x004CEB68
5043, 3123.06973800, , id=0x0001, 0x00000001 0x004CEF50
5044, 3123.56970400, , id=0x0001, 0x00000001 0x004CF338
5045, 3124.06973000, , id=0x0001, 0x00000001 0x004CF720
5046, 3124.56970400, , id=0x0001, 0x00000001 0x004CFB08
5047, 3125.06972600, , id=0x0001, 0x00000001 0x004CFEF0
5048, 3125.56969200, , id=0x0001, 0x00000001 0x004D02D8
5049, 3126.06973800, , id=0x0001, 0x00000001 0x004D06C0
5050, 3126.56970400, , id=0x0001, 0x00000001 0x004D0AA8
5051, 3127.06973800, , id=0x0001, 0x00000001 0x004D0E90
5052, 3127.56970400, , id=0x0001, 0x00000001 0x004D1278
5053, 3128.06973000, , id=0x0001, 0x00000001 0x004D1660
5054, 3128.56970400, , id=0x0001, 0x00000001 0x004D1A48
5055, 3129.06973800, , id=0x0001, 0x00000001 0x004D1E30
5056, 3129.56970400, , id=0x0001, 0x00000001 0x004D2218
5057, 3130.07131000, , id=0x0001, 0x00000001 0x004D2603
5058, 3130.56970400, , id=0x0001, 0x00000001 0x004D29E8
5059, 3131.06973800, , id=0x0001, 0x00000001 0x004D2DD0
5060, 3131.56970400, , id=0x0001, 0x00000001 0x004D31B8
5061, 3132.06973800, , id=0x0001, 0x00000001 0x004D35A0
5062, 3132.56973800, , id=0x0001, 0x00000001 0x004D3988
5063, 3133.06970400, , id=0x0001, 0x00000001 0x004D3D70
5064, 3133.56973800, , id=0x0001, 0x00000001 0x004D4158
5065, 3134.06970400, , id=0x0001, 0x00000001 0x004D4540
5066, 3134.56973000, , id=0x0001, 0x00000001 0x004D4928
5067, 3135.06969200, , id=0x0001, 0x00000001 0x004D4D10
5068, 3135.56972600, , id=0x0001, 0x00000001 0x004D50F8
5069, 3136.06970400, , id=0x0001, 0x00000001 0x004D54E0
5070, 3136.56973800, , id=0x0001, 0x00000001 0x004D58C8
5071, 3137.06970400, , id=0x0001, 0x00000001 0x004D5CB0
5072, 3137.56973800, , id=0x0001, 0x00000001 0x004D6098
5073, 3138.06970400, , id=0x0001, 0x00000001 0x004D6480
5074, 3138.56972600, , id=0x0001, 0x00000001 0x004D6868
5075, 3139.06970400, , id=0x0001, 0x00000001 0x004D6C50
5076, 3139.56972600, , id=0x0001, 0x00000001 0x004D7038
5077, 3140.06970400, , id=0x0001, 0x00000001 0x004D7420
5078, 3140.56973800, , id=0x0001, 0x00000001 0x004D7808
5079, 3141.06973000, , id=0x0001, 0x00000001 0x004D7BF0
5080, 3141.56970400, , id=0x0001, 0x00000001 0x004D7FD8
5081, 3142.06973800, , id=0x0001, 0x00000001 0x004D83C0
5082, 3142.56970400, , id=0x0001, 0x00000001 0x004D87A8
5083, 3143.06973000, , id=0x0001, 0x00000001 0x004D8B90
5084, 3143.56970400, , id=0x0001, 0x00000001 0x004D8F78
5085, 3144.06973800, , id=0x0001, 0x00000001 0x004D9360
5086, 3144.56970400, , id=0x0001, 0x00000001 0x004D9748
5087, 3145.06972600, , id=0x0001, 0x00000001 0x004D9B30
5088, 3145.56970400, , id=0x0001, 0x00000001 0x004D9F18
5089, 3146.06973800, , id=0x0001, 0x00000001 0x004DA300
5090, 3146.56970400, , id=0x0001, 0x00000001 0x004DA6E8
5091, 3147.07108200, , id=0x0001, 0x00000001 0x004DAAD2
5092, 3147.56970400, , id=0x0001, 0x00000001 0x004DAEB8
5093, 3148.06972600, , id=0x0001, 0x00000001 0x004DB2A0
5094, 3148.56970400, , id=0x0001, 0x00000001 0x004DB688
5095, 3149.06973800, , id=0x0001, 0x00000001 0x004DBA70
5096, 3149.56973400, , id=0x0001, 0x00000001 0x004DBE58
5097, 3150.06969200, , id=0x0001, 0x00000001 0x004DC240
5098, 3150.56972600, , id=0x0001, 0x00000001 0x004DC628
5099, 3151.06970400, , id=0x0001, 0x00000001 0x004DCA10
5100, 3151.56973400, , id=0x0001, 0x00000001 0x004DCDF8
5101, 3152.06970400, , id=0x0001, 0x00000001 0x004DD1E0
5102, 3152.56972600, , id=0x0001, 0x00000001 0x004DD5C8
5103, 3153.06970400, , id=0x0001, 0x00000001 0x004DD9B0
5104, 3153.56973400, , id=0x0001, 0x00000001 0x004DDD98
5105, 3154.06969200, , id=0x0001, 0x00000001 0x004DE180
5106, 3154.56973800, , id=0x0001, 0x00000001 0x004DE568
5107, 3155.06970400, , id=0x0001, 0x00000001 0x004DE950
5108, 3155.56973800, , id=0x0001, 0x00000001 0x004DED38
5109, 3156.06970400, , id=0x0001, 0x00000001 0x004DF120
5110, 3156.56973800, , id=0x0001, 0x00000001 0x004DF508
5111, 3157.06970400, , id=0x0001, 0x00000001 0x004DF8F0
5112, 3157.57118200, , id=0x0001, 0x00000001 0x004DFCDB
5113, 3158.06969200, , id=0x0001, 0x00000001 0x004E00C0
5114, 3158.56973800, , id=0x0001, 0x00000001 0x004E04A8
5115, 3159.06970400, , id=0x0001, 0x00000001 0x004E0890
5116, 3159.56972600, , id=0x0001, 0x00000001 0x004E0C78
5117, 3160.06973800, , id=0x0001, 0x00000001 0x004E1060
5118, 3160.56970400, , id=0x0001, 0x00000001 0x004E1448
5119, 3161.06973800, , id=0x0001, 0x00000001 0x004E1830
5120, 3161.56970400, , id=0x0001, 0x00000001 0x004E1C18
5121, 3162.06973400, , id=0x0001, 0x00000001 0x004E2000
5122, 3162.56969200, , id=0x0001, 0x00000001 0x004E23E8
5123, 3163.06973800, , id=0x0001, 0x00000001 0x004E27D0
5124, 3163.56969200, , id=0x0001, 0x00000001 0x004E2BB8
5125, 3164.06973800, , id=0x0001, 0x00000001 0x004E2FA0
5126, 3164.56973000, , id=0x0001, 0x00000001 0x004E3388
5127, 3165.06969200, , id=0x0001, 0x00000001 0x004E3770
5128, 3165.56973800, , id=0x0001, 0x00000001 0x004E3B58
5129, 3166.06970400, , id=0x0001, 0x00000001 0x004E3F40
5130, 3166.56972600, , id=0x0001, 0x00000001 0x004E4328
5131, 3167.06970400, , id=0x0001, 0x00000001 0x004E4710
5132, 3167.56973800, , id=0x0001, 0x00000001 0x004E4AF8
5133, 3168.06970400, , id=0x0001, 0x00000001 0x004E4EE0
5134, 3168.56973800, , id=0x0001, 0x00000001 0x004E52C8
5135, 3169.06973800, , id=0x0001, 0x00000001 0x004E56B0
5136, 3169.56970400, , id=0x0001, 0x00000001 0x004E5A98
5137, 3170.06973800, , id=0x0001, 0x00000001 0x004E5E80
5138, 3170.56969200, , id=0x0001, 0x00000001 0x004E6268
5139, 3171.07170400, , id=0x0001, 0x00000001 0x004E6654
5140, 3171.56969200, , id=0x0001, 0x00000001 0x004E6A38
5141, 3172.06973800, , id=0x0001, 0x00000001 0x004E6E20
5142, 3172.56970400, , id=0x0001, 0x00000001 0x004E7208
5143, 3173.06973800, , id=0x0001, 0x00000001 0x004E75F0
5144, 3173.56973800, , id=0x0001, 0x00000001 0x004E79D8
5145, 3174.06970400, , id=0x0001, 0x00000001 0x004E7DC0
5146, 3174.56973800, , id=0x0001, 0x00000001 0x004E81A8
5147, 3175.06970400, , id=0x0001, 0x00000001 0x004E8590
5148, 3175.56973600, , id=0x0001, 0x00000001 0x004E8978
5149, 3176.06969200, , id=0x0001, 0x00000001 0x004E8D60
5150, 3176.56973800, , id=0x0001, 0x00000001 0x004E9148
5151, 3177.06970400, , id=0x0001, 0x00000001 0x004E9530
5152, 3177.56973800, , id=0x0001, 0x00000001 0x004E9918
5153, 3178.06970400, , id=0x0001, 0x00000001 0x004E9D00
5154, 3178.56973800, , id=0x0001, 0x00000001 0x004EA0E8
5155, 3179.06970400, , id=0x0001, 0x00000001 0x004EA4D0
5156, 3179.57171400, , id=0x0001, 0x00000001 0x004EA8B8
5157, 3180.06970400, , id=0x0001, 0x00000001 0x004EACA0
5158, 3180.56973800, , id=0x0001, 0x00000001 0x004EB088
5159, 3181.06969200, , id=0x0001, 0x00000001 0x004EB470
5160, 3181.56973800, , id=0x0001, 0x00000001 0x004EB858
5161, 3182.06972600, , id=0x0001, 0x00000001 0x004EBC40
5162, 3182.56970400, , id=0x0001, 0x00000001 0x004EC028
5163, 3183.06973800, , id=0x0001, 0x00000001 0x004EC410
5164, 3183.56970400, , id=0x0001, 0x00000001 0x004EC7F8
5165, 3184.06973400, , id=0x0001, 0x00000001 0x004ECBE0
5166, 3184.56970400, , id=0x0001, 0x00000001 0x004ECFC8
5167, 3185.06973800, , id=0x0001, 0x00000001 0x004ED3B0
5168, 3185.56970400, , id=0x0001, 0x00000001 0x004ED798
5169, 3186.07104200, , id=0x0001, 0x00000001 0x004EDB82
5170, 3186.56970400, , id=0x0001, 0x00000001 0x004EDF68
5171, 3187.06973800, , id=0x0001, 0x00000001 0x004EE350
5172, 3187.56970400, , id=0x0001, 0x00000001 0x004EE738
5173, 3188.06973800, , id=0x0001, 0x00000001 0x004EEB20
5174, 3188.56973400, , id=0x0001, 0x00000001 0x004EEF08
5175, 3189.06970400, , id=0x0001, 0x00000001 0x004EF2F0
5176, 3189.56973800, , id=0x0001, 0x00000001 0x004EF6D8
5177, 3190.06970400, , id=0x0001, 0x00000001 0x004EFAC0
5178, 3190.56973400, , id=0x0001, 0x00000001 0x004EFEA8
5179, 3191.06970400, , id=0x0001, 0x00000001 0x004F0290
5180, 3191.56973800, , id=0x0001, 0x00000001 0x004F0678
5181, 3192.06970400, , id=0x0001, 0x00000001 0x004F0A60
5182, 3192.57020200, , id=0x0001, 0x00000001 0x004F0E49
5183, 3193.06970400, , id=0x0001, 0x00000001 0x004F1230
5184, 3193.56973800, , id=0x0001, 0x00000001 0x004F1618
5185, 3194.06969200, , id=0x0001, 0x00000001 0x004F1A00
5186, 3194.56973800, , id=0x0001, 0x00000001 0x004F1DE8
5187, 3195.06973400, , id=0x0001, 0x00000001 0x004F21D0
5188, 3195.56969200, , id=0x0001, 0x00000001 0x004F25B8
5189, 3196.06973800, , id=0x0001, 0x00000001 0x004F29A0
5190, 3196.56970400, , id=0x0001, 0x00000001 0x004F2D88
5191, 3197.06973800, , id=0x0001, 0x00000001 0x004F3170
5192, 3197.56970400, , id=0x0001, 0x00000001 0x004F3558
5193, 3198.06973800, , id=0x0001, 0x00000001 0x004F3940
5194, 3198.56970400, , id=0x0001, 0x00000001 0x004F3D28
5195, 3199.06972600, , id=0x0001, 0x00000001 0x004F4110
5196, 3199.56973400, , id=0x0001, 0x00000001 0x004F44F8
5197, 3200.06970400, , id=0x0001, 0x00000001 0x004F48E0
5198, 3200.56973800, , id=0x0001, 0x00000001 0x004F4CC8
5199, 3201.06970400, , id=0x0001, 0x00000001 0x004F50B0
5200, 3201.56973400, , id=0x0001, 0x00000001 0x004F5498
5201, 3202.06970400, , id=0x0001, 0x00000001 0x004F5880
5202, 3202.56972600, , id=0x0001, 0x00000001 0x004F5C68
5203, 3203.06969200, , id=0x0001, 0x00000001 0x004F6050
5204, 3203.57008200, , id=0x0001, 0x00000001 0x004F6438
5205, 3204.06970400, , id=0x0001, 0x00000001 0x004F6820
5206, 3204.56973800, , id=0x0001, 0x00000001 0x004F6C08
5207, 3205.06969200, , id=0x0001, 0x00000001 0x004F6FF0
5208, 3205.56973800, , id=0x0001, 0x00000001 0x004F73D8
5209, 3206.06973800, , id=0x0001, 0x00000001 0x004F77C0
5210, 3206.56970400, , id=0x0001, 0x00000001 0x004F7BA8
5211, 3207.06972600, , id=0x0001, 0x00000001 0x004F7F90
5212, 3207.56970400, , id=0x0001, 0x00000001 0x004F8378
5213, 3208.06972600, , id=0x0001, 0x00000001 0x004F8760
5214, 3208.56970400, , id=0x0001, 0x00000001 0x004F8B48
5215, 3209.06973800, , id=0x0001, 0x00000001 0x004F8F30
5216, 3209.56969200, , id=0x0001, 0x00000001 0x004F9318
5217, 3210.06976200, , id=0x0001, 0x00000001 0x004F9700
5218, 3210.56969200, , id=0x0001, 0x00000001 0x004F9AE8
5219, 3211.06973800, , id=0x0001, 0x00000001 0x004F9ED0
5220, 3211.56969200, , id=0x0001, 0x00000001 0x004FA2B8
5221, 3212.06972600, , id=0x0001, 0x00000001 0x004FA6A0
5222, 3212.56973000, , id=0x0001, 0x00000001 0x004FAA88
5223, 3213.06970400, , id=0x0001, 0x00000001 0x004FAE70
5224, 3213.56973800, , id=0x0001, 0x00000001 0x004FB258
5225, 3214.06970400, , id=0x0001, 0x00000001 0x004FB640
5226, 3214.56972600, , id=0x0001, 0x00000001 0x004FBA28
5227, 3215.06970400, , id=0x0001, 0x00000001 0x004FBE10
5228, 3215.56972600, , id=0x0001, 0x00000001 0x004FC1F8
5229, 3216.06970400, , id=0x0001, 0x00000001 0x004FC5E0
5230, 3216.56973800, , id=0x0001, 0x00000001 0x004FC9C8
5231, 3217.06970400, , id=0x0001, 0x00000001 0x004FCDB0
5232, 3217.56973800, , id=0x0001, 0x00000001 0x004FD198
5233, 3218.06970400, , id=0x0001, 0x00000001 0x004FD580
5234, 3218.57042200, , id=0x0001, 0x00000001 0x004FD969
5235, 3219.06970400, , id=0x0001, 0x00000001 0x004FDD50
5236, 3219.56972600, , id=0x0001, 0x00000001 0x004FE138
5237, 3220.06970400, , id=0x0001, 0x00000001 0x004FE520
5238, 3220.56973800, , id=0x0001, 0x00000001 0x004FE908
5239, 3221.06972600, , id=0x0001, 0x00000001 0x004FECF0
5240, 3221.56970400, , id=0x0001, 0x00000001 0x004FF0D8
5241, 3222.06973800, , id=0x0001, 0x00000001 0x004FF4C0
5242, 3222.56970400, , id=0x0001, 0x00000001 0x004FF8A8
5243, 3223.06973000, , id=0x0001, 0x00000001 0x004FFC90
5244, 3223.56970400, , id=0x0001, 0x00000001 0x00500078
5245, 3224.06973800, , id=0x0001, 0x00000001 0x00500460
5246, 3224.56970400, , id=0x0001, 0x00000001 0x00500848
5247, 3225.06973400, , id=0x0001, 0x00000001 0x00500C30
5248, 3225.56970400, , id=0x0001, 0x00000001 0x00501018
5249, 3226.06973800, , id=0x0001, 0x00000001 0x00501400
5250, 3226.56970400, , id=0x0001, 0x00000001 0x005017E8
5251, 3227.06972600, , id=0x0001, 0x00000001 0x00501BD0
5252, 3227.56973400, , id=0x0001, 0x00000001 0x00501FB8
5253, 3228.06971000, , id=0x0001, 0x00000001 0x005023A0
5254, 3228.56972600, , id=0x0001, 0x00000001 0x00502788
5255, 3229.06970400, , id=0x0001, 0x00000001 0x00502B70
5256, 3229.56973000, , id=0x0001, 0x00000001 0x00502F58
5257, 3230.06970400, , id=0x0001, 0x00000001 0x00503340
5258, 3230.56973800, , id=0x0001, 0x00000001 0x00503728
5259, 3231.06970400, , id=0x0001, 0x00000001 0x00503B10
5260, 3231.56973800, , id=0x0001, 0x00000001 0x00503EF8
5261, 3232.06972600, , id=0x0001, 0x00000001 0x005042E0
5262, 3232.56970400, , id=0x0001, 0x00000001 0x005046C8
5263, 3233.06972600, , id=0x0001, 0x00000001 0x00504AB0
5264, 3233.56969200, , id=0x0001, 0x00000001 0x00504E98
5265, 3234.06973400, , id=0x0001, 0x00000001 0x00505280
5266, 3234.56970400, , id=0x0001, 0x00000001 0x00505668
5267, 3235.06972600, , id=0x0001, 0x00000001 0x00505A50
5268, 3235.56969200, , id=0x0001, 0x00000001 0x00505E38
5269, 3236.06973800, , id=0x0001, 0x00000001 0x00506220
5270, 3236.56969200, , id=0x0001, 0x00000001 0x00506608
5271, 3237.06973800, , id=0x0001, 0x00000001 0x005069F0
5272, 3237.56970400, , id=0x0001, 0x00000001 0x00506DD8
5273, 3238.06972600, , id=0x0001, 0x00000001 0x005071C0
5274, 3238.56972600, , id=0x0001, 0x00000001 0x005075A8
5275, 3239.06970400, , id=0x0001, 0x00000001 0x00507990
5276, 3239.56973800, , id=0x0001, 0x00000001 0x00507D78
5277, 3240.06970400, , id=0x0001, 0x00000001 0x00508160
5278, 3240.56973000, , id=0x0001, 0x00000001 0x00508548
5279, 3241.06970400, , id=0x0001, 0x00000001 0x00508930
5280, 3241.56972600, , id=0x0001, 0x00000001 0x00508D18
5281, 3242.06969200, , id=0x0001, 0x00000001 0x00509100
5282, 3242.56973400, , id=0x0001, 0x00000001 0x005094E8
5283, 3243.06969200, , id=0x0001, 0x00000001 0x005098D0
5284, 3243.56973800, , id=0x0001, 0x00000001 0x00509CB8
5285, 3244.06969200, , id=0x0001, 0x00000001 0x0050A0A0
5286, 3244.56973800, , id=0x0001, 0x00000001 0x0050A488
5287, 3245.06972600, , id=0x0001, 0x00000001 0x0050A870
5288, 3245.56970400, , id=0x0001, 0x00000001 0x0050AC58
5289, 3246.06973800, , id=0x0001, 0x00000001 0x0050B040
5290, 3246.56970400, , id=0x0001, 0x00000001 0x0050B428
5291, 3247.06972600, , id=0x0001, 0x00000001 0x0050B810
5292, 3247.56970400, , id=0x0001, 0x00000001 0x0050BBF8
5293, 3248.06973800, , id=0x0001, 0x00000001 0x0050BFE0
5294, 3248.56970400, , id=0x0001, 0x00000001 0x0050C3C8
5295, 3249.06973800, , id=0x0001, 0x00000001 0x0050C7B0
5296, 3249.56970400, , id=0x0001, 0x00000001 0x0050CB98
5297, 3250.06973800, , id=0x0001, 0x00000001 0x0050CF80
5298, 3250.56970400, , id=0x0001, 0x00000001 0x0050D368
5299, 3251.06972600, , id=0x0001, 0x00000001 0x0050D750
5300, 3251.56973800, , id=0x0001, 0x00000001 0x0050DB38
5301, 3252.06970400, , id=0x0001, 0x00000001 0x0050DF20
5302, 3252.56973800, , id=0x0001, 0x00000001 0x0050E308
5303, 3253.06970400, , id=0x0001, 0x00000001 0x0050E6F0
5304, 3253.56973400, , id=0x0001, 0x00000001 0x0050EAD8
5305, 3254.06970400, , id=0x0001, 0x00000001 0x0050EEC0
5306, 3254.56973800, , id=0x0001, 0x00000001 0x0050F2A8
5307, 3255.06969200, , id=0x0001, 0x00000001 0x0050F690
5308, 3255.56973400, , id=0x0001, 0x00000001 0x0050FA78
5309, 3256.06970400, , id=0x0001, 0x00000001 0x0050FE60
5310, 3256.56973800, , id=0x0001, 0x00000001 0x00510248
5311, 3257.06969200, , id=0x0001, 0x00000001 0x00510630
5312, 3257.56972600, , id=0x0001, 0x00000001 0x00510A18
5313, 3258.06973800, , id=0x0001, 0x00000001 0x00510E00
5314, 3258.56970400, , id=0x0001, 0x00000001 0x005111E8
5315, 3259.06972600, , id=0x0001, 0x00000001 0x005115D0
5316, 3259.56970400, , id=0x0001, 0x00000001 0x005119B8
5317, 3260.06972600, , id=0x0001, 0x00000001 0x00511DA0
5318, 3260.56970400, , id=0x0001, 0x00000001 0x00512188
5319, 3261.06973800, , id=0x0001, 0x00000001 0x00512570
5320, 3261.56970400, , id=0x0001, 0x00000001 0x00512958
5321, 3262.06972600, , id=0x0001, 0x00000001 0x00512D40
5322, 3262.56970400, , id=0x0001, 0x00000001 0x00513128
5323, 3263.06972600, , id=0x0001, 0x00000001 0x00513510
5324, 3263.56969200, , id=0x0001, 0x00000001 0x005138F8
5325, 3264.06972600, , id=0x0001, 0x00000001 0x00513CE0
5326, 3264.56973000, , id=0x0001, 0x00000001 0x005140C8
5327, 3265.06970400, , id=0x0001, 0x00000001 0x005144B0
5328, 3265.56973800, , id=0x0001, 0x00000001 0x00514898
5329, 3266.06969200, , id=0x0001, 0x00000001 0x00514C80
5330, 3266.56973800, , id=0x0001, 0x00000001 0x00515068
5331, 3267.06970400, , id=0x0001, 0x00000001 0x00515450
5332, 3267.56973800, , id=0x0001, 0x00000001 0x00515838
5333, 3268.06969200, , id=0x0001, 0x00000001 0x00515C20
5334, 3268.56973800, , id=0x0001, 0x00000001 0x00516008
5335, 3269.06970400, , id=0x0001, 0x00000001 0x005163F0
5336, 3269.56973800, , id=0x0001, 0x00000001 0x005167D8
5337, 3270.06970400, , id=0x0001, 0x00000001 0x00516BC0
5338, 3270.56973800, , id=0x0001, 0x00000001 0x00516FA8
5339, 3271.06973800, , id=0x0001, 0x00000001 0x00517390
5340, 3271.56969200, , id=0x0001, 0x00000001 0x00517778
5341, 3272.06973800, , id=0x0001, 0x00000001 0x00517B60
5342, 3272.56970400, , id=0x0001, 0x00000001 0x00517F48
5343, 3273.06973400, , id=0x0001, 0x00000001 0x00518330
5344, 3273.56970400, , id=0x0001, 0x00000001 0x00518718
5345, 3274.06972600, , id=0x0001, 0x00000001 0x00518B00
5346, 3274.56969200, , id=0x0001, 0x00000001 0x00518EE8
5347, 3275.06972600, , id=0x0001, 0x00000001 0x005192D0
5348, 3275.56970400, , id=0x0001, 0x00000001 0x005196B8
5349, 3276.06973800, , id=0x0001, 0x00000001 0x00519AA0
5350, 3276.56970400, , id=0x0001, 0x00000001 0x00519E88
5351, 3277.06973400, , id=0x0001, 0x00000001 0x0051A270
5352, 3277.56970400, , id=0x0001, 0x00000001 0x0051A658
5353, 3278.06973800, , id=0x0001, 0x00000001 0x0051AA40
5354, 3278.56970400, , id=0x0001, 0x00000001 0x0051AE28
5355, 3279.07138200, , id=0x0001, 0x00000001 0x0051B213
5356, 3279.56970400, , id=0x0001, 0x00000001 0x0051B5F8
5357, 3280.06973800, , id=0x0001, 0x00000001 0x0051B9E0
5358, 3280.56970400, , id=0x0001, 0x00000001 0x0051BDC8
5359, 3281.06973800, , id=0x0001, 0x00000001 0x0051C1B0
5360, 3281.56973800, , id=0x0001, 0x00000001 0x0051C598
5361, 3282.06969200, , id=0x0001, 0x00000001 0x0051C980
5362, 3282.56973800, , id=0x0001, 0x00000001 0x0051CD68
5363, 3283.06970400, , id=0x0001, 0x00000001 0x0051D150
5364, 3283.56973400, , id=0x0001, 0x00000001 0x0051D538
5365, 3284.06970400, , id=0x0001, 0x00000001 0x0051D920
5366, 3284.56973800, , id=0x0001, 0x00000001 0x0051DD08
5367, 3285.06970400, , id=0x0001, 0x00000001 0x0051E0F0
5368, 3285.56972600, , id=0x0001, 0x00000001 0x0051E4D8
5369, 3286.06970400, , id=0x0001, 0x00000001 0x0051E8C0
5370, 3286.56973800, , id=0x0001, 0x00000001 0x0051ECA8
5371, 3287.06969200, , id=0x0001, 0x00000001 0x0051F090
5372, 3287.56973800, , id=0x0001, 0x00000001 0x0051F478
5373, 3288.06970400, , id=0x0001, 0x00000001 0x0051F860
5374, 3288.56973800, , id=0x0001, 0x00000001 0x0051FC48
5375, 3289.06969200, , id=0x0001, 0x00000001 0x00520030
5376, 3289.56973800, , id=0x0001, 0x00000001 0x00520418
5377, 3290.06973800, , id=0x0001, 0x00000001 0x00520800
5378, 3290.56970400, , id=0x0001, 0x00000001 0x00520BE8
5379, 3291.06973800, , id=0x0001, 0x00000001 0x00520FD0
5380, 3291.56969200, , id=0x0001, 0x00000001 0x005213B8
5381, 3292.06973000, , id=0x0001, 0x00000001 0x005217A0
5382, 3292.56970400, , id=0x0001, 0x00000001 0x00521B88
5383, 3293.06973800, , id=0x0001, 0x00000001 0x00521F70
5384, 3293.56970400, , id=0x0001, 0x00000001 0x00522358
5385, 3294.07124200, , id=0x0001, 0x00000001 0x00522743
5386, 3294.56969200, , id=0x0001, 0x00000001 0x00522B28
5387, 3295.06973800, , id=0x0001, 0x00000001 0x00522F10
5388, 3295.56970400, , id=0x0001, 0x00000001 0x005232F8
5389, 3296.06972600, , id=0x0001, 0x00000001 0x005236E0
5390, 3296.56972600, , id=0x0001, 0x00000001 0x00523AC8
5391, 3297.06970400, , id=0x0001, 0x00000001 0x00523EB0
5392, 3297.56973800, , id=0x0001, 0x00000001 0x00524298
5393, 3298.06969200, , id=0x0001, 0x00000001 0x00524680
5394, 3298.56973800, , id=0x0001, 0x00000001 0x00524A68
5395, 3299.06972600, , id=0x0001, 0x00000001 0x00524E50
5396, 3299.56970400, , id=0x0001, 0x00000001 0x00525238
5397, 3300.06972600, , id=0x0001, 0x00000001 0x00525620
5398, 3300.56970400, , id=0x0001, 0x00000001 0x00525A08
5399, 3301.06973000, , id=0x0001, 0x00000001 0x00525DF0
5400, 3301.56969200, , id=0x0001, 0x00000001 0x005261D8
5401, 3302.06972600, , id=0x0001, 0x00000001 0x005265C0
5402, 3302.56969200, , id=0x0001, 0x00000001 0x005269A8
5403, 3303.06973400, , id=0x0001, 0x00000001 0x00526D90
5404, 3303.56970400, , id=0x0001, 0x00000001 0x00527178
5405, 3304.06973800, , id=0x0001, 0x00000001 0x00527560
5406, 3304.56970400, , id=0x0001, 0x00000001 0x00527948
5407, 3305.07006200, , id=0x0001, 0x00000001 0x00527D30
5408, 3305.56970400, , id=0x0001, 0x00000001 0x00528118
5409, 3306.06973800, , id=0x0001, 0x00000001 0x00528500
5410, 3306.56970400, , id=0x0001, 0x00000001 0x005288E8
5411, 3307.06973800, , id=0x0001, 0x00000001 0x00528CD0
5412, 3307.56973800, , id=0x0001, 0x00000001 0x005290B8
5413, 3308.06970400, , id=0x0001, 0x00000001 0x005294A0
5414, 3308.56973800, , id=0x0001, 0x00000001 0x00529888
5415, 3309.06970400, , id=0x0001, 0x00000001 0x00529C70
5416, 3309.56973400, , id=0x0001, 0x00000001 0x0052A058
5417, 3310.06970400, , id=0x0001, 0x00000001 0x0052A440
5418, 3310.56973800, , id=0x0001, 0x00000001 0x0052A828
5419, 3311.06970400, , id=0x0001, 0x00000001 0x0052AC10
5420, 3311.56973400, , id=0x0001, 0x00000001 0x0052AFF8
5421, 3312.06969200, , id=0x0001, 0x00000001 0x0052B3E0
5422, 3312.56973800, , id=0x0001, 0x00000001 0x0052B7C8
5423, 3313.06970400, , id=0x0001, 0x00000001 0x0052BBB0
5424, 3313.56972600, , id=0x0001, 0x00000001 0x0052BF98
